row_number,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,DistanceFromHome,RelationshipSatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,StockOptionLevel,TrainingTimesLastYear,JobLevel,Attrition,YearsAtCompany
1251,Male,29,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,6294,23060,461,70,12,1,Very High,Very High,Very High,High,Best,Excellent,8,10,2,0,2,Yes,0,5,2,No,3
1252,Male,30,Divorced,College,Marketing,Sales,Sales Executive,Travel_Rarely,7140,3088,979,94,11,15,Low,High,Medium,Low,Better,Excellent,2,12,7,1,7,No,1,2,3,No,7
1253,Male,34,Married,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,2932,5586,181,97,14,2,Low,Very High,Very High,Very High,Better,Excellent,0,6,0,1,2,Yes,3,3,1,No,5
1254,Female,33,Single,Bachelor,Marketing,Sales,Sales Executive,Non-Travel,5147,10697,1283,62,15,2,Very High,Very High,High,Medium,Good,Excellent,8,13,7,1,7,No,0,2,2,No,11
1255,Female,49,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,4507,8191,1313,80,12,11,High,Very High,High,Very High,Best,Excellent,3,8,1,0,4,No,0,1,2,No,5
1256,Female,33,Single,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,8564,10092,211,74,20,16,High,Low,High,Low,Good,Outstanding,2,11,0,0,0,Yes,0,2,3,Yes,0
1257,Female,38,Married,College,Medical,Research & Development,Laboratory Technician,Travel_Frequently,2468,15963,594,75,14,2,Medium,High,Medium,Medium,Good,Excellent,4,9,1,0,5,No,1,4,1,No,6
1258,Male,31,Married,Master,Marketing,Sales,Sales Executive,Travel_Rarely,8161,19002,1079,70,13,16,Low,Low,High,High,Better,Excellent,2,10,0,0,0,No,3,2,3,Yes,1
1259,Female,29,Divorced,Bachelor,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,2109,10007,590,91,13,4,High,Very High,Medium,Low,Better,Excellent,1,1,0,0,0,No,1,2,1,No,1
1260,Male,30,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,5294,9128,305,58,16,16,High,High,Very High,High,Better,Excellent,3,10,0,1,7,No,1,3,2,No,7
1261,Male,32,Single,Master,Technical Degree,Research & Development,Research Scientist,Non-Travel,2718,17674,953,65,14,5,Medium,Medium,High,Medium,Better,Excellent,2,12,7,0,7,No,0,3,1,No,7
1262,Male,38,Married,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,5811,24539,833,60,16,18,High,Medium,Low,Very High,Better,Excellent,3,15,0,1,0,Yes,1,2,2,No,1
1263,Male,43,Married,Bachelor,Technical Degree,Research & Development,Research Scientist,Travel_Frequently,2437,15587,807,38,16,17,Very High,High,Medium,High,Better,Excellent,9,6,0,0,0,Yes,1,4,1,Yes,1
1264,Male,42,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,Travel_Rarely,2766,8952,855,57,22,12,Medium,Medium,High,Medium,Good,Outstanding,8,7,3,0,4,No,3,6,1,No,5
1265,Male,55,Married,Bachelor,Medical,Research & Development,Research Director,Travel_Rarely,19038,19805,478,60,12,2,Medium,High,Medium,Low,Better,Excellent,8,34,0,0,0,No,3,2,5,No,1
1266,Male,33,Divorced,Bachelor,Technical Degree,Research & Development,Research Scientist,Non-Travel,3055,6194,775,90,15,4,Very High,Very High,High,Medium,Good,Excellent,5,11,8,1,7,No,2,2,2,No,9
1267,Male,41,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2289,20520,548,94,20,9,Medium,High,High,Low,Better,Outstanding,1,5,3,0,4,No,2,2,1,No,5
1268,Male,34,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,Non-Travel,4001,12313,1375,87,14,10,High,Very High,High,High,Better,Excellent,1,15,14,0,7,Yes,1,3,2,No,15
1269,Female,53,Married,Master,Medical,Research & Development,Manufacturing Director,Non-Travel,12965,22308,661,60,20,1,Very High,Low,Medium,High,Good,Outstanding,4,27,2,0,2,Yes,3,2,4,No,3
1270,Male,43,Single,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,3539,5033,244,97,13,2,Medium,Medium,High,Very High,Better,Excellent,0,10,7,1,8,No,0,5,1,No,9
1271,Female,34,Single,College,Life Sciences,Sales,Sales Executive,Travel_Rarely,6029,25353,511,32,12,3,Low,Very High,Low,Very High,Better,Excellent,5,6,2,2,2,No,0,3,2,No,2
1272,Male,21,Single,Below College,Marketing,Sales,Sales Representative,Travel_Rarely,2679,4567,337,31,13,7,Medium,Medium,High,Medium,Better,Excellent,1,1,0,1,0,No,0,3,1,Yes,1
1273,Female,38,Married,College,Other,Research & Development,Laboratory Technician,Travel_Rarely,3702,16376,1153,40,11,6,Medium,Very High,Medium,High,Better,Excellent,1,5,4,0,4,No,1,3,1,No,5
1274,Female,22,Married,Below College,Medical,Research & Development,Laboratory Technician,Travel_Rarely,2398,15999,1294,79,17,8,High,High,High,Low,Better,Excellent,1,1,0,0,0,Yes,0,6,1,Yes,1
1275,Female,31,Married,Master,Marketing,Sales,Sales Executive,Travel_Rarely,5468,13402,196,91,14,29,Low,Low,Medium,Very High,Better,Excellent,1,13,7,5,7,No,2,3,2,No,12
1276,Female,51,Married,Bachelor,Technical Degree,Research & Development,Manager,Travel_Rarely,13116,22984,942,53,11,3,Very High,Low,High,High,Better,Excellent,2,15,2,2,2,No,0,2,3,No,2
1277,Male,37,Married,College,Marketing,Sales,Sales Executive,Travel_Rarely,4189,8800,589,46,14,9,Low,Medium,Medium,Medium,Better,Excellent,1,5,2,0,3,No,2,2,2,No,5
1278,Male,46,Divorced,Master,Medical,Research & Development,Research Director,Travel_Rarely,19328,14218,734,46,17,2,High,High,High,Very High,Better,Excellent,7,24,1,2,2,Yes,1,3,5,No,2
1279,Male,36,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,8321,25949,1383,90,13,10,Very High,Very High,High,Low,Better,Excellent,7,15,8,5,7,Yes,1,1,3,No,12
1280,Male,44,Divorced,College,Medical,Research & Development,Research Scientist,Travel_Frequently,2342,11092,429,99,12,1,High,High,High,Medium,Good,Excellent,1,6,3,2,3,Yes,3,2,1,Yes,5
1281,Male,37,Divorced,College,Other,Human Resources,Human Resources,Travel_Rarely,4071,12832,1239,89,13,8,High,High,High,Medium,Good,Excellent,2,19,0,4,7,No,0,4,2,No,10
1282,Male,35,Single,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,5813,13492,303,84,18,27,Very High,High,High,Very High,Better,Excellent,1,10,7,7,7,Yes,0,2,2,Yes,10
1283,Male,33,Married,Master,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,3143,6076,867,90,19,8,Medium,Very High,Very High,Low,Better,Excellent,6,14,8,7,6,No,1,1,1,No,10
1284,Male,28,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2044,5531,1181,82,11,1,High,High,High,Very High,Best,Excellent,1,5,3,0,3,No,1,6,1,No,5
1285,Male,39,Single,Below College,Medical,Research & Development,Research Director,Travel_Rarely,13464,7914,1253,65,21,10,High,High,High,High,Better,Outstanding,7,9,3,2,2,No,0,3,3,No,4
1286,Male,46,Single,College,Life Sciences,Sales,Sales Executive,Non-Travel,7991,25166,849,98,15,26,High,Medium,Medium,Medium,Better,Excellent,8,6,2,2,2,No,0,3,2,No,2
1287,Female,40,Married,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3377,25605,616,99,17,2,Very High,High,High,Low,Good,Excellent,4,7,3,0,2,No,1,5,1,No,4
1288,Male,42,Married,Bachelor,Medical,Research & Development,Healthcare Representative,Travel_Rarely,5538,5696,1128,95,18,13,High,Medium,Very High,Low,Good,Excellent,5,10,0,0,0,No,2,2,2,No,0
1289,Male,35,Divorced,College,Medical,Research & Development,Manufacturing Director,Non-Travel,5762,24442,1180,90,14,2,High,Medium,High,Very High,Better,Excellent,2,15,7,1,7,No,1,6,2,No,7
1290,Male,38,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,Non-Travel,2592,7129,1336,100,13,2,Very High,Low,High,Medium,Better,Excellent,5,13,10,3,8,No,3,3,1,No,11
1291,Male,34,Married,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,5346,6208,234,93,17,9,High,Very High,High,Low,Good,Excellent,4,11,1,0,7,No,1,3,2,Yes,7
1292,Male,37,Single,Master,Medical,Research & Development,Manufacturing Director,Travel_Rarely,4213,4992,370,58,15,10,Medium,Very High,High,Low,Bad,Excellent,1,10,3,0,8,No,0,4,2,Yes,10
1293,Male,39,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Frequently,4127,19188,766,83,18,20,Very High,High,High,Very High,Better,Excellent,2,7,1,2,2,No,1,6,2,No,2
1294,Male,43,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,Non-Travel,2438,24978,343,52,13,9,High,Low,High,High,Good,Excellent,4,7,2,1,2,No,0,2,1,No,3
1295,Male,41,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,6870,15530,447,85,12,5,Low,Medium,Very High,Medium,Bad,Excellent,3,11,2,1,2,No,0,3,2,No,3
1296,Female,41,Divorced,Below College,Marketing,Sales,Sales Executive,Travel_Rarely,10447,26458,796,81,13,4,Very High,High,High,High,Best,Excellent,0,23,14,13,5,Yes,1,3,3,No,22
1297,Female,30,Single,Bachelor,Medical,Research & Development,Manufacturing Director,Travel_Rarely,9667,2739,1092,64,14,10,Medium,Low,High,High,Better,Excellent,9,9,7,0,2,No,0,3,3,No,7
1298,Female,26,Married,College,Medical,Human Resources,Human Resources,Travel_Rarely,2148,6889,920,69,11,20,High,Very High,High,Medium,Better,Excellent,0,6,1,1,4,Yes,0,3,1,Yes,5
1299,Female,46,Married,College,Medical,Research & Development,Healthcare Representative,Travel_Rarely,8926,10842,261,66,22,21,Very High,Very High,High,Medium,Best,Outstanding,4,13,7,3,7,No,1,2,2,Yes,9
1300,Female,40,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,6513,9060,1194,52,17,1,Very High,High,High,Very High,Better,Excellent,4,12,3,0,3,No,1,3,2,No,5
1301,Male,34,Married,College,Technical Degree,Sales,Sales Executive,Travel_Rarely,6799,22128,810,92,21,8,High,Medium,Very High,High,Better,Outstanding,1,10,8,4,8,No,2,5,2,No,10
1302,Male,58,Divorced,Bachelor,Medical,Sales,Manager,Non-Travel,16291,22577,350,52,22,2,Very High,Medium,High,Medium,Good,Outstanding,4,37,9,14,14,No,1,0,4,No,16
1303,Male,35,Married,Master,Medical,Research & Development,Laboratory Technician,Travel_Rarely,2705,9696,185,91,16,23,Medium,Medium,Low,High,Best,Excellent,0,6,4,0,3,No,1,2,1,No,5
1304,Female,47,Divorced,Bachelor,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,10333,19271,1001,92,12,4,High,High,Medium,Medium,Better,Excellent,8,28,11,14,10,Yes,1,4,3,No,22
1305,Female,40,Divorced,Bachelor,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,4448,10748,750,47,12,12,Medium,Medium,High,Low,Better,Excellent,2,15,4,7,7,No,1,3,2,No,7
1306,Female,54,Married,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,6854,15696,431,68,15,7,Medium,Very High,High,Very High,Good,Excellent,4,14,1,1,7,No,1,2,2,No,7
1307,Female,31,Married,Master,Marketing,Sales,Sales Executive,Travel_Frequently,9637,8277,1125,68,14,7,Very High,Low,High,Low,Better,Excellent,2,9,2,2,2,No,2,3,3,No,3
1308,Female,28,Married,Bachelor,Medical,Research & Development,Research Scientist,Travel_Rarely,3591,12719,1217,67,25,1,High,High,High,Low,Better,Outstanding,1,3,2,1,2,No,1,3,1,No,3
1309,Female,38,Married,Master,Marketing,Sales,Sales Representative,Travel_Rarely,5405,4244,723,77,20,2,Low,Medium,Low,Very High,Good,Outstanding,2,20,2,0,3,Yes,2,4,2,No,4
1310,Male,26,Single,Bachelor,Medical,Sales,Sales Executive,Travel_Rarely,4684,9125,572,46,13,10,Low,High,High,Very High,Better,Excellent,1,5,3,1,2,No,0,4,2,No,5
1311,Male,58,Married,Master,Life Sciences,Research & Development,Research Director,Travel_Frequently,15787,21624,1216,87,14,15,Medium,Low,High,High,Better,Excellent,2,23,2,2,2,Yes,0,3,4,No,2
1312,Female,18,Single,Bachelor,Medical,Research & Development,Research Scientist,Non-Travel,1514,8018,1431,33,16,14,High,Medium,High,High,Bad,Excellent,1,0,0,0,0,No,0,4,1,No,0
1313,Male,31,Married,Doctor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2956,21495,359,89,17,18,High,Very High,Very High,Low,Better,Excellent,0,2,0,0,0,No,0,4,1,Yes,1
1314,Male,29,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2335,3157,350,56,15,13,Very High,Low,Medium,Low,Better,Excellent,4,4,2,2,0,Yes,3,3,1,Yes,2
1315,Female,45,Married,Master,Life Sciences,Sales,Sales Executive,Non-Travel,5154,19665,589,67,22,2,Medium,High,High,High,Best,Outstanding,4,10,7,5,7,No,2,3,2,No,8
1316,Female,36,Married,Master,Other,Research & Development,Research Scientist,Travel_Rarely,6962,19573,430,73,22,2,Very High,Very High,High,Medium,Better,Outstanding,4,15,0,0,0,Yes,1,2,2,No,1
1317,Male,43,Married,Master,Life Sciences,Sales,Sales Executive,Travel_Frequently,5675,19246,1422,92,20,2,High,Low,High,Very High,Better,Outstanding,1,7,7,7,7,No,1,5,2,No,7
1318,Female,27,Single,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,2379,19826,1297,53,14,5,High,Very High,High,Very High,Good,Excellent,0,6,4,0,2,Yes,0,3,1,No,5
1319,Male,29,Married,Below College,Medical,Research & Development,Laboratory Technician,Travel_Frequently,3812,7003,574,40,13,20,Medium,Very High,High,Very High,Best,Excellent,1,11,8,3,10,No,0,3,1,No,11
1320,Male,32,Single,Master,Marketing,Sales,Sales Executive,Travel_Frequently,4648,26075,1318,79,13,10,High,Very High,High,Very High,Best,Excellent,8,4,0,0,0,No,0,2,2,No,0
1321,Male,42,Married,Master,Technical Degree,Research & Development,Research Scientist,Non-Travel,2936,6161,355,38,22,10,Medium,High,High,High,Good,Outstanding,3,10,3,3,3,No,2,1,1,No,6
1322,Female,47,Single,Master,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2105,5411,207,64,12,9,High,Medium,High,High,Better,Excellent,4,7,2,2,0,No,0,2,1,No,2
1323,Male,46,Divorced,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,8578,19989,706,82,14,2,High,Very High,High,Very High,Good,Excellent,3,12,8,4,7,No,1,4,3,No,9
1324,Male,28,Divorced,College,Life Sciences,Human Resources,Human Resources,Non-Travel,2706,10494,280,43,15,1,Medium,High,High,Very High,Better,Excellent,1,3,2,2,2,No,1,2,1,No,3
1325,Male,29,Divorced,Below College,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,6384,21143,726,93,17,29,Very High,Very High,Low,High,Better,Excellent,8,11,0,1,6,No,2,3,2,No,7
1326,Male,42,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,3968,13624,1142,81,13,8,Very High,Very High,High,High,Better,Excellent,4,8,0,0,0,No,0,3,1,No,0
1327,Male,32,Single,Master,Marketing,Sales,Sales Executive,Travel_Rarely,9907,26186,414,82,12,2,High,High,Medium,Medium,Good,Excellent,7,7,2,2,2,Yes,0,3,2,Yes,2
1328,Female,46,Divorced,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Rarely,13225,7739,1319,45,12,3,Very High,Low,Very High,Low,Better,Excellent,2,25,17,2,8,No,1,5,4,No,19
1329,Female,27,Married,Below College,Medical,Sales,Sales Representative,Travel_Rarely,3540,7018,728,36,21,23,Very High,Medium,Medium,High,Better,Outstanding,1,9,8,5,8,No,1,5,2,No,9
1330,Male,29,Married,Below College,Medical,Human Resources,Human Resources,Travel_Rarely,2804,15434,352,87,11,6,Very High,Very High,Medium,Medium,Better,Excellent,1,1,0,0,0,No,0,3,1,No,1
1331,Female,43,Married,Bachelor,Medical,Research & Development,Manager,Travel_Rarely,19392,22539,823,81,13,6,Very High,Low,Medium,High,Better,Excellent,7,21,12,6,14,No,0,2,5,No,16
1332,Male,48,Married,Bachelor,Life Sciences,Research & Development,Research Director,Travel_Rarely,19665,13583,1224,91,12,10,Very High,Very High,Medium,Medium,Better,Excellent,4,29,10,12,9,No,0,3,5,No,22
1333,Male,29,Single,College,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,2439,14753,459,73,24,24,Medium,Very High,Medium,Very High,Good,Outstanding,1,1,0,1,0,Yes,0,3,1,Yes,1
1334,Female,46,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,7314,14011,1254,64,21,10,High,High,High,Medium,Better,Outstanding,5,14,7,0,7,No,3,2,3,Yes,8
1335,Female,27,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,4774,23844,1131,77,19,15,Very High,Very High,Medium,Low,Good,Excellent,0,8,6,7,3,No,1,2,1,No,7
1336,Male,39,Divorced,Master,Other,Research & Development,Research Scientist,Travel_Rarely,3902,5141,835,41,14,19,Medium,Very High,High,Very High,Better,Excellent,8,7,2,2,2,No,3,2,2,No,2
1337,Male,55,Married,Master,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,2662,7975,836,98,20,2,Medium,Medium,Medium,Very High,Best,Outstanding,8,19,2,0,4,No,1,2,1,No,5
1338,Female,28,Married,Bachelor,Medical,Sales,Sales Representative,Travel_Rarely,2856,3692,1172,78,19,3,Very High,Medium,High,Medium,Better,Excellent,1,1,0,0,0,No,1,3,1,No,1
1339,Male,30,Single,Bachelor,Medical,Sales,Sales Representative,Travel_Rarely,1081,16019,945,89,13,9,High,Medium,High,Very High,Good,Excellent,1,1,0,0,0,No,0,3,1,Yes,1
1340,Male,22,Single,Below College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2472,26092,391,75,23,7,Low,Very High,High,Medium,Better,Outstanding,1,1,0,0,0,Yes,0,2,1,Yes,1
1341,Female,36,Married,Master,Technical Degree,Sales,Sales Executive,Travel_Rarely,5673,6060,1266,63,13,10,Low,Medium,Medium,High,Better,Excellent,1,10,9,1,7,Yes,1,4,2,No,10
1342,Male,31,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,4197,18624,311,89,11,20,Low,Medium,High,High,Better,Excellent,1,10,8,0,2,No,1,2,2,No,10
1343,Male,34,Married,Bachelor,Life Sciences,Sales,Sales Executive,Travel_Rarely,9713,24444,1480,64,13,4,Very High,High,High,Very High,Better,Excellent,2,9,3,1,0,Yes,3,3,3,No,5
1344,Male,29,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2062,19384,592,59,14,7,Medium,Very High,High,Low,Better,Excellent,3,11,2,1,2,No,0,2,1,No,3
1345,Male,37,Married,Master,Medical,Research & Development,Research Scientist,Travel_Rarely,4284,13588,783,78,22,7,High,Very High,High,Low,Better,Outstanding,5,16,3,0,4,Yes,1,2,2,No,5
1346,Female,35,Married,College,Other,Research & Development,Manufacturing Director,Travel_Rarely,4788,25388,219,44,11,16,Very High,Very High,Medium,Medium,Better,Excellent,0,4,2,0,2,Yes,0,2,2,No,3
1347,Female,45,Married,College,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,5906,23888,556,93,13,25,Very High,Medium,Medium,Very High,Good,Excellent,0,10,8,3,8,No,2,2,2,No,9
1348,Male,36,Single,Below College,Human Resources,Human Resources,Human Resources,Travel_Frequently,3886,4223,1213,94,21,2,Very High,Medium,Medium,Very High,Good,Outstanding,1,10,1,0,8,No,0,2,2,No,10
1349,Male,40,Divorced,Master,Life Sciences,Research & Development,Manager,Travel_Rarely,16823,18991,1137,98,11,1,Low,Low,High,Low,Better,Excellent,2,22,7,11,16,No,1,3,4,No,19
1350,Female,26,Married,College,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,2933,14908,482,90,13,1,High,Medium,Medium,High,Good,Excellent,1,1,0,1,0,Yes,1,3,1,No,1
1351,Female,27,Single,College,Medical,Sales,Sales Executive,Travel_Rarely,6500,26997,511,89,14,2,Medium,Low,Very High,High,Good,Excellent,0,9,7,0,7,No,0,5,2,No,8
1352,Female,48,Divorced,Bachelor,Medical,Research & Development,Manager,Travel_Frequently,17174,2437,117,58,11,22,Medium,Very High,High,Very High,Better,Excellent,3,24,17,4,7,No,1,3,4,No,22
1353,Male,44,Married,Master,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,5033,9364,170,78,15,1,Very High,Medium,Very High,Low,Better,Excellent,2,10,0,2,2,No,1,5,2,No,2
1354,Male,34,Married,Master,Technical Degree,Research & Development,Research Scientist,Non-Travel,2307,14460,967,85,23,16,Medium,Very High,Low,Low,Better,Outstanding,1,5,2,3,0,Yes,1,2,1,Yes,5
1355,Male,56,Single,College,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,2587,10261,1162,97,16,24,Very High,Low,High,Very High,Better,Excellent,1,5,2,1,0,No,0,3,1,Yes,4
1356,Male,36,Married,College,Marketing,Sales,Sales Executive,Travel_Rarely,5507,16822,335,33,16,17,High,High,Medium,Medium,Bad,Excellent,2,12,2,1,3,No,2,1,2,No,4
1357,Female,41,Married,Bachelor,Marketing,Sales,Sales Executive,Travel_Rarely,4393,26841,337,54,21,8,High,High,High,Medium,Better,Outstanding,5,14,4,1,4,No,1,3,2,No,5
1358,Male,42,Married,Bachelor,Medical,Research & Development,Research Director,Travel_Rarely,13348,14842,1396,83,13,6,Medium,High,High,Low,Best,Excellent,9,18,7,5,7,No,1,3,3,No,13
